date,pressure,temp_max,temp_mean,temp_min,dew_mean,humidity,insolation,wind_dir,wind_speed,rain,,,
2015-11-09,1016.1,31,26,23.7,22.6,82,7.2,NNE,7,VST,,,
2015-11-10,1017,25.2,23,21.5,20.5,86,0.6,NNE,15,4.8,,,
2015-11-11,1017.4,24.1,23.1,22.4,20.4,84,0.1,E,18,VST,,,
2015-11-12,1017.1,24.2,23.4,22.9,21.1,87,0.1,E,17,VST,,,
2015-11-13,1015.4,25,21.8,19.5,20.6,93,0.4,E,14,1.2,,,
2015-11-14,1014.8,27.2,22.5,18.9,20.1,86,7.5,NNW,6,1,,,
2015-11-15,1015,25.6,23.8,22.9,22,89,1.2,E,15,0,,,
2015-11-16,1013.4,27.3,24.7,23.5,23.6,94,5.3,ESE,9,3,,,
2015-11-17,1013.8,27,24.9,23.7,23.9,94,3.1,SE,6,0,,,
2015-11-18,1016.1,29.4,25.2,23.2,23,88,9.3,ESE,6,0,,,
2015-11-19,1017,29.4,25.1,23.1,22.8,87,7.7,ESE,7,0,,,
2015-11-20,1017.1,25.9,24.2,23.5,21.4,84,5.2,E,12,0,,,
2015-11-21,1017.1,26,24,22.7,21,84,0,NE,10,0,,,
2015-11-22,1017.2,28.7,24.4,22.1,21.2,83,7.7,NNE,12,0,,,
2015-11-23,1016.9,28.4,24.5,22,20.6,80,8.6,NNE,11,0,,,
2015-11-24,1016.8,27.8,23.4,20.9,19.4,78,8.4,NNE,12,0,,,
2015-11-25,1018,25.3,21,15.9,16.6,76,4,N,11,VST,,,
2015-11-26,1020.9,20.3,16.5,13.8,7.1,55,2.1,N/NNE,25,0,,,
2015-11-27,1022.5,20.8,17.1,13.5,8.2,56,7.7,NNE,18,0,,,
2015-11-28,1022.6,24.6,19.4,16.7,13.6,69,3.8,NNE,10,0,,,
2015-11-29,1021.4,24.7,20.5,18.4,15.7,74,2.7,NNE,9,0,,,
2015-11-30,1019.2,25.5,20.7,17.7,15.9,74,7.7,NW/NNE,8,0,,,
2015-12-01,1017.6,26.1,21.7,19.8,18.5,82,4.4,ESE,8,0,,,
2015-12-02,1017.2,24.6,22.4,19.7,19.8,86,4.8,ESE,8,VST,,,
2015-12-03,1019.9,19.8,17.4,15.5,15,87,0,N,14,1.6,,,
2015-12-04,1021.2,20.5,16.8,15.3,14.8,88,0.2,NNE,19,0.4,,,
2015-12-05,1018.9,19.5,15.7,13,14.8,95,0,N,17,10.4,,,
2015-12-06,1022.1,16.1,13.8,12.1,10.9,83,0,N,17,0.8,,,
2015-12-07,1023.6,18,14.8,12,10.4,75,2.5,N,17,0,,,
2015-12-08,1022.6,17.1,15.2,14,12.4,83,0,N,17,0.4,,,
2015-12-09,1017.4,15.8,15.2,14.4,14.7,97,0,N,15,42.4,,,
2015-12-10,1015.9,21.5,17.8,14.9,15.8,88,5.5,N/NNE,10,0.2,,,
2015-12-11,1016.6,22.1,18.2,15.4,15,82,4.4,NNE,11,0,,,
2015-12-12,1016,20.1,18.6,16.7,16.6,88,0,E,13,0,,,
2015-12-13,1016.1,22.2,20.2,19.2,18.2,88,1.4,E,12,0,,,
2015-12-14,1017,20.6,18.5,16.7,16.3,87,0,N,9,VST,,,
2015-12-15,1019.5,20.4,16.4,14.9,11.7,74,2.7,N,16,0,,,
2015-12-16,1023,16.7,13.9,12,5.3,57,8,N,26,0,,,
2015-12-17,1026,14.9,12.3,10.5,0.2,44,8,NNE,25,0,,,
2015-12-18,1026.6,16.3,12.4,9.2,3.1,54,5.9,NNE,16,0,,,
2015-12-19,1025.6,16.5,14.4,12.2,7.5,63,0.1,N/NNE,14,0,,,
2015-12-20,1022.7,16.2,15,13.6,11.3,80,0,N,10,1.6,,,
2015-12-21,1021.4,20.3,16.9,14.4,15.4,91,0.1,NNE,10,0.2,,,
2015-12-22,1020.2,21.1,18.8,17.1,17,89,0,NNE,8,VST,,,
2015-12-23,1017.7,21.9,19.9,18,18.8,94,0,SSE,6,0,,,
2015-12-24,1016.8,24.4,21,18.9,20.3,96,2.7,SE,6,1.4,,,
2015-12-25,1020.9,19.5,16.1,13.8,12.5,80,1,N,16,0.6,,,
2015-12-26,1021,19.6,15.3,13.9,10.9,75,0.6,N,12,0,,,
2015-12-27,1023,17.3,15,13.6,13.2,89,0,N,11,0.6,,,
2015-12-28,1026.7,18.9,15.6,14.3,11.6,78,1.4,NNE,14,0,,,
2015-12-29,1025.9,20.9,16.8,14.2,12.6,77,5.1,NNE,12,0,,,
2015-12-30,1025.5,19.3,15.4,13.2,12.5,84,1.9,N,12,0.8,,,
2015-12-31,1026.6,19.6,16.2,13.9,11.6,75,5.3,NNE,13,0,,,
2016-01-01,1026,21.7,17.5,15,13.4,77,7.8,NNE,6,VST,,,
2016-01-02,1022.2,22.2,18,15.4,14,78,0.6,NNE,8,VST,,,
2016-01-03,1019.8,19.3,18.1,17,17.5,96,0,NNE,4,6.8,,,
2016-01-04,1018.8,22.4,19.6,18.4,18.5,94,0,SE/NNE,6,0.4,,,
2016-01-05,1015.8,22.8,19.8,18.5,19.2,96,0.1,SSE,8,1.4,,,
2016-01-06,1019,24.3,20,16.9,17.5,86,6.5,N,12,VST,,,
2016-01-07,1022,21.6,17.7,15.2,13.8,78,7.1,NNE,12,0,,,
2016-01-08,1020.9,21.1,17.8,15.5,14.1,80,8.6,NNE,10,0,,,
2016-01-09,1020.5,19.5,17.4,15.5,14,80,0.5,E,12,0,,,
2016-01-10,1017.3,18.7,17.5,16.3,15.7,89,0,ESE,12,13.2,,,
2016-01-11,1016.8,20.9,16.6,15.5,15.4,93,0.6,N,16,26.8,,,
2016-01-12,1020.2,17.9,15.6,14.2,12.1,80,0.5,N,16,0,,,
2016-01-13,1020.9,19.3,15.1,12.2,11,77,7,NNE,13,0,,,
2016-01-14,1019.4,17.9,15,13.7,12.4,84,0.4,NNE,12,0.2,,,
2016-01-15,1015.5,14.9,13.8,13.1,13.4,98,0,NNE,15,46,,,
2016-01-16,1013.3,17.6,15.8,13.8,15.4,97,0,E,13,16,,,
2016-01-17,1011.8,21.4,16.8,13.6,14.9,89,2.6,N,11,24.6,,,
2016-01-18,1017.3,18.4,14.3,10.7,9.5,74,6.3,NNE,19,0,,,
2016-01-19,1020.1,18.2,15.1,13.9,11.1,77,0.7,NNE,16,VST,,,
2016-01-20,1019.7,16,15.1,14.4,14.1,94,0,NE,14,11.2,,,
2016-01-21,1017.9,15.3,14.4,13,14.1,98,0,N,12,0.8,,,
2016-01-22,1019.5,13.1,11.1,8.3,10.7,98,0,N,16,13.8,,,
2016-01-23,1027.6,8.5,7,6,3.3,78,0,N,32,0.2,,,
2016-01-24,1035,6.4,3.6,1.6,-1.2,72,0,N,34,4.4,,,
2016-01-25,1032.8,10.3,6.2,3.4,-3.8,49,9.3,NNE,24,0,,,
2016-01-26,1027.6,11.6,7.5,5.6,1.8,68,0.5,N,15,0.6,,,
2016-01-27,1022.9,13.7,10,6.6,9.2,95,0,NNE,12,10.6,,,
2016-01-28,1018.1,16,14.2,11.9,13.9,98,0,N,9,59.6,,,
2016-01-29,1017.9,17.1,15.7,14.7,15.4,98,0,NNE,8,40.4,,,
2016-01-30,1020,20.6,16.4,14.7,14.4,89,2.2,NNE,9,0,,,
2016-01-31,1019.9,16.6,14.8,14.2,13.2,90,0,E,13,1.2,,,
2016-02-01,1022.8,14.2,10.1,8.3,9.5,96,0,N,21,12.4,,,
2016-02-02,1025,9.1,7.8,6.6,5.9,88,0,N,20,0.2,,,
2016-02-03,1023.9,13.2,10,7.6,6.4,79,0,N,15,0,,,
2016-02-04,1022.2,18,13.2,10.3,9.2,77,6.7,N,10,0,,,
2016-02-05,1021.8,17.9,12.6,9.3,7,70,8.8,NNW,14,0,,,
2016-02-06,1025.1,16.8,12.7,9.4,1,46,9.5,N,27,0,,,
2016-02-07,1026.3,17.3,12.4,8.2,-1.6,38,9.7,NNE,20,0,,,
2016-02-08,1023.9,20.2,14.1,9.8,1.7,44,9.8,N,10,0,,,
2016-02-09,1020.8,21.3,15.8,10.3,5.4,51,9.6,NNE,9,0,,,
2016-02-10,1017.2,16.9,15.9,13.9,11.3,74,0,SE,7,0.2,,,
2016-02-11,1014.7,19.3,17.1,15.9,15.4,90,0,SE,7,0.2,,,
2016-02-12,1013.1,21,18.4,16.6,18.2,99,0,SSE,8,3,,,
2016-02-13,1012.1,24.9,21.9,20.7,20.9,94,5,S,9,0.2,,,
2016-02-14,1015,24.8,20.3,14.8,17.3,83,2.1,N,11,VST,,,
2016-02-15,1024.6,14.9,11.1,8.9,6.4,73,0.1,N,25,3.8,,,
2016-02-16,1025.8,14.6,10.8,9.1,4.2,64,0.3,N,19,VST,,,
2016-02-17,1024.3,13.2,11,9.6,6,72,0,N,13,2.4,,,
2016-02-18,1022.2,13.1,11.6,9.7,10.7,94,0,NNE,10,2.4,,,
2016-02-19,1020.8,14.3,13,12.2,12.6,97,0,N,11,7.6,,,
2016-02-20,1023.5,20,14.9,11.5,8.5,68,6.2,N,16,2.6,,,
2016-02-21,1022,15.8,14.4,13.8,10.7,79,0,E,15,VST,,,
2016-02-22,1020.6,17.1,15.1,14.3,14.3,95,0,E/NNE,10,1.4,,,
2016-02-23,1022.9,14.6,13.1,11.7,12.6,96,0,N,14,0.8,,,
2016-02-24,1027.8,14.1,12,10.4,9.1,83,0,N,20,VST,,,
2016-02-25,1029.2,15.7,12.7,11.6,9.6,81,0,N,16,VST,,,
2016-02-26,1027.8,16.9,13.4,11.7,10.8,84,0,N,12,0,,,
2016-02-27,1025,19.8,14.6,11.8,10.8,78,6.4,N,12,VST,,,
2016-02-28,1024.1,20.5,15.5,11.3,10.5,73,8.7,N,10,0,,,
2016-02-29,1024.5,25.3,17.8,13.2,9.7,61,10.2,NNE,12,0,,,
2016-03-01,1024.6,19.9,15.6,13.5,11.4,76,8.9,ESE,12,0,,,
2016-03-02,1023.7,18.8,15.7,13.6,11.6,77,9.5,E,11,0,,,
2016-03-03,1021.1,21.6,17.3,13.5,13.7,80,9.2,SSE,6,0,,,
2016-03-04,1018.1,22.8,19.1,16.6,16,82,3.1,SSE,6,0,,,
2016-03-05,1016.8,23.7,19.9,18,16.9,83,0.1,ESE/SSE,4,0,,,
2016-03-06,1015.9,25.6,21.1,18.6,17.2,79,4.6,C,4,0,,,
2016-03-07,1014.7,22.4,19.1,17.9,18.1,94,1.3,SE,6,VST,,,
2016-03-08,1012.4,20,18.6,17.7,18.1,98,0,SSE/SE,8,0,,,
2016-03-09,1012.1,20.3,19.2,16.8,19,99,0,SSE,8,12.6,,,
2016-03-10,1019.7,17.6,12.4,9.2,11.7,96,0,N,22,9,,,
2016-03-11,1023.1,11.6,9.8,8.5,7,83,0,N,20,VST,,,
2016-03-12,1017.8,13.5,11.5,10.3,10.2,92,0,NNE,12,1.2,,,
2016-03-13,1014.7,16.5,14.3,13,14.1,98,0,NNW,8,14.4,,,
2016-03-14,1018.4,15.3,13.7,12.1,11.5,87,0.7,N,16,0.8,,,
2016-03-15,1017.1,15.1,13.7,12.8,12.1,90,0,NNE,12,0.6,,,
2016-03-16,1014.8,15.4,14.4,13.2,13.5,95,0,NNE,8,1.8,,,
2016-03-17,1013.8,17.7,16.4,15.1,16.2,98,0,SE,9,5,,,
2016-03-18,1011.7,21.3,19.4,17.2,19.2,99,0,SSE,7,0.2,,,
2016-03-19,1013,21.8,20.8,19.4,20.6,99,0,SSE,6,0.2,,,
2016-03-20,1013.8,21.5,18.4,17.1,18.1,98,0,SE,12,0.2,,,
2016-03-21,1014.1,18.4,17,16.1,16.6,97,0,SE,13,118.4,,,
2016-03-22,1013,17.5,16.8,16.1,16.4,98,0,E/ESE,12,6.8,,,
2016-03-23,1012.6,20.3,18.4,17.2,18.2,98,0,NNE,9,23.4,,,
2016-03-24,1020,18.8,15.1,12.7,14.8,98,0,NNE,18,34.6,,,
2016-03-25,1024,15.7,13,10.9,9,78,0,N/NNE,15,1.6,,,
2016-03-26,1023.7,19.7,15.1,11.2,9.2,69,10.1,NNE,8,0,,,
2016-03-27,1024.1,22.3,17.2,13.1,9.6,63,10.1,NNE,12,0,,,
2016-03-28,1024,19.1,16.2,14.8,10.1,67,3,ESE,10,0,,,
2016-03-29,1021.4,21,17.5,14.6,10.9,66,0.9,NNE,7,0,,,
2016-03-30,1018.4,22.9,19.4,17.4,15.9,80,0,SE,4,VST,,,
2016-03-31,1015.4,24.5,20.9,17.8,18.6,87,3.3,SSW,4,0,,,
2016-04-01,1014.5,23.3,20.8,19.3,19.3,92,0.4,SE,5,0,,,
2016-04-02,1015.5,21.7,20,19,19.3,96,0,SE,8,0,,,
2016-04-03,1014.6,23.3,21,19.9,20.3,96,0.2,SSE,7,VST,,,
2016-04-04,1012.5,24.5,21.2,19.1,20.6,97,0.1,SSE,7,36.4,,,
2016-04-05,1013.1,22.7,20.7,18.8,20,96,0,SE,7,VST,,,
2016-04-06,1013.1,23.4,21,19.9,20.6,98,0.1,SE,9,0,,,
2016-04-07,1013.1,22.9,21.7,21,21.4,98,0,SSE,6,0,,,
2016-04-08,1013.4,24.4,22.8,21.3,22.6,98,0,SSE,6,0.2,,,
2016-04-09,1011.4,25.6,24,22.9,23.4,96,0.2,SSE,10,VST,,,
2016-04-10,1009.1,24.8,22.2,20.3,21.5,96,0,SSE,8,21,,,
2016-04-11,1009.7,23.1,20.9,19.5,20.2,95,0.5,NNE,10,0.8,,,
2016-04-12,1008.5,22.2,20,19.1,19.6,97,0,ESE,10,12.2,,,
2016-04-13,1005.3,25.6,22,20.5,21.6,98,0,SSE,6,42.4,,,
2016-04-14,1008,24.8,23.2,21.1,22.9,99,0,SSE,7,1.6,,,
2016-04-15,1010.4,23.2,21.9,20.9,21.8,99,0,SSE,11,0.6,,,
2016-04-16,1010,26.8,24,21.2,23.3,96,3.7,SSE,11,0,,,
2016-04-17,1010.6,25.7,24.4,22.8,23.9,98,0,SSE,10,0,,,
2016-04-18,1014.6,25.7,21.6,18.9,19.7,89,0.1,N,10,17.8,,,
2016-04-19,1017.1,21,19.8,18.8,18.8,94,0,E,17,1.2,,,
2016-04-20,1014.5,22.5,20.8,19.9,19.9,95,0,SSE,10,0.4,,,
2016-04-21,1012.6,26.5,22.8,21,22.1,96,2.3,SSE,5,VST,,,
2016-04-22,1010.7,24.7,22.2,19.6,21.5,96,0.1,SSE,6,40.2,,,
2016-04-23,1008.1,26.8,23.5,20.9,22.3,93,0.5,S,5,VST,,,
2016-04-24,1008.6,26,23.5,22.1,22.6,95,0.7,S,6,10,,,
2016-04-25,1009.7,27.9,24.9,23.2,24.1,95,1.5,SSE,7,3,,,
2016-04-26,1009.2,27.5,25.7,24.9,24.9,96,1.9,SSE,13,VST,,,
2016-04-27,1008.3,29.2,26,24.7,24.3,90,0.2,SSW,5,0.2,,,
2016-04-28,1010.6,30.3,25.7,22.8,22.6,84,1.6,NNE,9,VST,,,
2016-04-29,1013.7,25.4,23.3,22.2,19.5,80,2.6,ESE,13,VST,,,
2016-04-30,1011.9,22.5,21.8,20.8,19.6,88,0,E,11,10.8,,,
2016-05-01,1011.1,23.8,22.3,20.6,21.3,94,0,SE,9,0.2,,,
2016-05-02,1010.7,28.1,24.6,22.5,24,96,2.6,S,9,VST,,,
2016-05-03,1011.4,29,25.3,21.3,24.2,94,2,SSE,8,53.8,,,
2016-05-04,1011.4,27.5,24.9,22.5,23.5,92,3.6,SE/SSE,7,2,,,
2016-05-05,1010.3,28.7,26.8,20.7,25.7,94,3.7,SSE,12,0,,,
2016-05-06,1009.7,29.5,27.2,26.1,25.6,92,5.3,SSE,11,0,,,
2016-05-07,1010.4,29.6,27.4,25.9,25.6,90,6.7,SSE,10,VST,,,
2016-05-08,1011.2,29.9,27.4,26.4,25.7,90,1.6,SSE,9,0,,,
2016-05-09,1009.9,30,27.5,20.7,25.7,90,6.1,SSE,10,0,,,
2016-05-10,1008.1,27.3,25.3,23.1,24.2,93,0.1,S,7,17.8,,,
2016-05-11,1008.7,29.5,24.7,21.7,20.7,80,10.5,N/ESE,14,0,,,
2016-05-12,1009.6,26.5,24.1,22.8,21.7,86,1.9,ESE,10,VST,,,
2016-05-13,1012.3,26.3,24.5,23.6,22,86,0.3,ESE,11,0,,,
2016-05-14,1014.1,27,25,24.1,23.2,90,1.4,E,11,0,,,
2016-05-15,1012.3,28.5,25.5,22.1,23.6,90,6.3,ESE,8,5,,,
2016-05-16,1011.6,28.2,23.7,19.9,17.8,70,8.1,N,14,0,,,
2016-05-17,1012.2,25.4,23.1,21.9,20,83,0.4,E,14,0.2,,,
2016-05-18,1011.9,25.8,23.8,22.9,20.5,82,1.2,E,12,0.2,,,
2016-05-19,1009.6,26.1,24.6,23.6,22.7,89,0,ESE,10,0,,,
2016-05-20,1006.2,26.6,25.4,24.1,24.6,96,0,SE,10,54.6,,,
2016-05-21,1006,31.3,26.5,23.9,24.5,89,3.9,S,8,30,,,
2016-05-22,1008.1,31.7,26.8,23.7,22.2,76,8.6,NNE,11,0,,,
2016-05-23,1008.7,31.2,26.6,23.5,22.8,81,8.9,N/NNE,8,0,,,
2016-05-24,1008,32.1,27.3,24.7,24,83,6.2,SSE,6,0,,,
2016-05-25,1007.7,29.9,27.1,25,24.7,87,11.6,ESE,9,0,,,
2016-05-26,1007.5,29.9,27.1,25.9,24.8,87,6.6,E,13,0,,,
2016-05-27,1005.5,28.8,26.3,24.8,25.1,93,1.6,SSE,16,25.8,,,
2016-05-28,1007.2,29.3,26.6,23.5,25.6,94,2.9,SSE,11,33,,,
2016-05-29,1007.7,30,28.1,26.9,26.5,91,6.7,S,8,VST,,,
2016-05-30,1008.7,31.5,28.8,27.2,26.5,88,10.5,S,9,VST,,,
2016-05-31,1009.4,30.6,28.6,27.4,26.2,87,9.2,S,10,VST,,,
2016-06-01,1007.7,31.9,29,27.6,26.3,86,10.8,SSW,9,0,,,
2016-06-02,1005.7,31.9,29.2,27.6,26.6,86,11.6,S/SSW,10,0,,,
2016-06-03,1006.2,32.1,29.4,28,26.8,86,11.3,SSW,10,0,,,
2016-06-04,1007.8,32.1,27.7,22.8,25.5,88,4.8,SSW,6,18.8,,,
2016-06-05,1008.8,30.8,25.7,23.3,24.2,92,1.7,E,6,34.8,,,
2016-06-06,1008.8,28.1,25.3,24,24.4,94,0.7,NNE,7,14.2,,,
2016-06-07,1008.2,30.1,27.3,25.3,25.7,91,3.7,ESE,6,VST,,,
2016-06-08,1006.2,29.4,26.5,23.3,25,92,2.8,SSE,5,38.2,,,
2016-06-09,1005.7,30.4,27.2,25.8,25.8,92,4.6,ESE,6,9.2,,,
2016-06-10,1005.8,30.5,27.5,26.1,25.6,89,4.2,E,7,0,,,
2016-06-11,1005.7,27.2,25.8,24.5,24.9,95,0,S,7,104.4,,,
2016-06-12,1005.3,28.8,26.7,23.8,25.9,95,0,S,8,19.6,,,
2016-06-13,1004.8,32,29.2,27.3,27.1,88,5.4,S,8,0.2,,,
2016-06-14,1004,31.1,29,28.3,27,88,0,SSW,10,0,,,
2016-06-15,1005,29.9,28.8,28,27.1,90,2.2,S,11,6,,,
2016-06-16,1006.7,30.2,27.8,25,25.9,90,0,SSW,6,4,,,
2016-06-17,1008.2,30.9,27.9,24.9,25.7,88,7.2,S,6,7.2,,,
2016-06-18,1010.2,31.4,29.1,27.5,26.4,86,10.1,S,9,0,,,
2016-06-19,1010.3,31.7,29.1,26.7,25.8,83,12.1,SE,6,0,,,
2016-06-20,1008.6,33,29.6,27.1,26.1,82,11.3,SSE,6,0,,,
2016-06-21,1009.2,32.6,29.5,27.5,25.7,80,11.6,S/SSE,7,0,,,
2016-06-22,1009.5,32.5,29.4,27.4,25.1,78,11.3,S,7,0,,,
2016-06-23,1008.4,32.1,29.6,27.2,24.9,76,12.7,S,7,0,,,
2016-06-24,1008.1,33.2,29.8,27.4,25,76,10.8,SE,5,VST,,,
2016-06-25,1009,32.7,29.9,27.6,26,80,10.7,SE,6,VST,,,
2016-06-26,1009.1,33.2,30.1,28.1,26.2,80,10.2,SSE,6,0.4,,,
2016-06-27,1007.6,33,30,27.9,26.2,81,10.8,ESE,6,VST,,,
2016-06-28,1007.8,30.3,27.9,24.6,25.8,88,0.3,ESE/SE,6,68,,,
2016-06-29,1009.6,31.8,28.6,25.6,26.2,87,8.1,SSE,9,19.4,,,
2016-06-30,1010,31.1,29.1,27.5,25.9,83,7.1,SSE,12,3.4,,,
2016-07-01,1008.6,31.2,28.9,26.1,25.8,84,9.2,SSE,12,12,,,
2016-07-02,1008.7,31.2,29,24.7,25.8,83,6.6,S,10,8.8,,,
2016-07-03,1008.2,31,29.1,27.7,25.8,82,5.3,SSE,13,1.2,,,
2016-07-04,1006.1,31.2,28.4,25.7,25.6,85,6,SSE,14,1.8,,,
2016-07-05,1007.3,31.2,28.4,25.1,26,87,7.2,ESE,10,14,,,
2016-07-06,1008.6,28,25.8,23.7,24.8,94,0,E,8,44,,,
2016-07-07,1006.3,33.5,28.8,25.8,25.8,84,8.7,NNE,7,VST,,,
2016-07-08,1001.4,35.7,31.5,27.7,26,74,11.1,NW,10,0,,,
2016-07-09,999.2,35.6,31.8,29.8,26.5,74,4.3,SW/WNW,10,0,,,
2016-07-10,1000.4,30.1,27.4,22.5,25.5,90,0.9,SW,8,77,,,
2016-07-11,1002.1,31.6,28,24.4,25.7,88,0.6,SW/SSW,6,18.8,,,
2016-07-12,1003.8,29.7,27,25.1,24.9,89,0.6,SW,5,9.2,,,
2016-07-13,1004.9,31.2,27.2,25.1,25.6,91,1.4,SSE,5,22,,,
2016-07-14,1006.6,29.8,28,26.1,26.4,91,0.1,S/SSW,7,6.2,,,
2016-07-15,1006.9,30.9,29,27.5,26.8,88,10.6,S,8,1.2,,,
2016-07-16,1008,31.3,29.2,27.1,26.7,87,9.8,SSW,8,3.2,,,
2016-07-17,1008.3,31.9,29.4,28.1,26.7,85,10.7,S,9,VST,,,
2016-07-18,1007.3,31.7,29.2,27.9,26.2,84,9.2,S,10,VST,,,
2016-07-19,1007.6,30.8,28.8,25.8,25.9,84,8.2,S,10,2.8,,,
2016-07-20,1009.5,31,28.7,25.1,25.4,82,10.7,S,10,7.8,,,
2016-07-21,1010.8,31.6,28.9,27.3,25.4,82,11.8,S,7,VST,,,
2016-07-22,1010.3,32.6,29.2,27.3,25.5,81,12.2,SW/SSW,6,VST,,,
2016-07-23,1008.9,32.7,29.4,27.2,25.4,80,12.4,SW,6,0,,,
2016-07-24,1008.5,32.8,29.2,26.9,25.6,81,12.2,SW,6,0,,,
2016-07-25,1008.7,33.1,29.5,26.9,25.2,78,12,SW,6,0,,,
2016-07-26,1008.2,32,28.9,27.3,26,85,9.4,E,8,0.6,,,
2016-07-27,1009.4,32.2,29,26.6,25.2,80,11.4,SE/SSE,8,0.2,,,
2016-07-28,1009.8,32.7,29.2,26.5,25.1,79,9.8,SW,6,0,,,
2016-07-29,1008.7,35,30.1,27,25.3,76,12.5,SW,6,0,,,
2016-07-30,1006.8,36,30.2,26.7,24.6,73,8.7,WSW,7,VST,,,
2016-07-31,1005.3,34.3,29.3,26.6,24.9,78,9.9,NNE,6,0,,,
2016-08-01,999.6,34.1,29.7,24.2,25.3,78,2.6,NW,10,6.6,,,
2016-08-02,995.5,27.9,25.9,24,24.8,94,0,S,18,155.6,,,
2016-08-03,1005.8,27.5,25.9,24.4,24.7,93,0,SE,9,24.8,,,
2016-08-04,1008.6,29.4,26.6,25.4,25.6,94,3.6,E,10,3,,,
2016-08-05,1008.5,31.7,28.2,26.4,26.2,89,8.7,SE,6,0.2,,,
2016-08-06,1005.2,33.3,29.6,26.9,26.2,83,11.5,SW,6,0,,,
2016-08-07,1002.8,34.6,30,27.2,26.2,81,8.8,SW,6,0,,,
2016-08-08,1003,34.4,30,27.9,26.5,82,7.3,SW,6,0,,,
2016-08-09,1002.1,35.3,28.8,23.5,25.9,85,5,SW,6,51,,,
2016-08-10,1002.6,28.4,26.1,24.3,24.8,92,0.2,NNE,5,26.2,,,
2016-08-11,1003.4,30,26.9,25.3,25.1,90,2.2,SE,5,0.6,,,
2016-08-12,1001.3,29.8,27.3,26.2,25.6,91,0,SW,4,1.4,,,
2016-08-13,999.9,32.4,27.9,26.4,25.9,89,1.4,SE,6,0,,,
2016-08-14,998.3,31.6,27.1,24.8,25.2,90,2.5,E,8,5,,,
2016-08-15,997.7,31.5,27,24.8,25.3,91,0.5,NNE,10,33,,,
2016-08-16,996.1,26.6,25.6,25.1,25.3,98,0,NNE,10,7,,,
2016-08-17,993.3,28.1,26.1,25.4,25.5,96,0.4,NE,20,16,,,
2016-08-18,995,28.5,26.5,25.1,25.4,93,1.2,SE,13,26.6,,,
2016-08-19,1002.6,29.9,27.6,25.9,26.2,92,2.2,SE,9,0.2,,,
2016-08-20,1004.8,33.1,29.4,26.5,26.9,87,7.9,SW,4,VST,,,
2016-08-21,1003.2,29.5,26.6,23,24.8,90,1.9,S/SW,5,10.4,,,
2016-08-22,1004.8,32,28.4,25.9,25.8,86,10.9,SE,7,0,,,
2016-08-23,1004.9,34.4,29.5,26.3,25.2,79,10.1,NNE,6,0,,,
2016-08-24,1004,33.2,29.2,26.9,25.3,80,7.4,SE,5,0,,,
2016-08-25,1004.4,34.2,29.4,26.7,25.9,82,10.1,NNE/ESE,6,0,,,
2016-08-26,1004.7,34.1,29.5,25.9,25.8,81,10.3,NNE/SSE/SW,5,0.4,,,
2016-08-27,1006.6,33.9,29,26.3,25.6,82,5.3,NNE,7,5.8,,,
2016-08-28,1006.6,30.9,27.6,25.4,24.9,86,1.2,N,10,8.6,,,
2016-08-29,1007.3,31.5,26.9,25,22.4,77,4.5,NNE,11,0,,,
2016-08-30,1007.9,31.2,27,24.6,22.9,78,3.9,NNE,7,0,,,
2016-08-31,1006.4,30.8,27.2,25.1,25.3,90,1.7,SW,5,38.8,,,
2016-09-01,1003.1,30.3,27.7,24.8,25.9,90,2,SSW,7,32,,,
2016-09-02,1001.9,30.9,28.1,26.7,25.9,88,1.2,SSW,5,9,,,
2016-09-03,1002.7,31.4,27.8,25.9,26.1,91,2,SW,5,1.2,,,
2016-09-04,1005.2,30,27.2,25,25.3,89,2.6,E,9,1.4,,,
2016-09-05,1006.1,32.7,27.4,25.6,25.3,89,1.4,NE,13,3.2,,,
2016-09-06,1006.7,28.8,26.4,24.9,24.9,92,0.7,E,6,5.6,,,
2016-09-07,1007.4,27.1,25.9,24.4,24.8,94,0,SSW,5,43.4,,,
2016-09-08,1008.1,29,26.6,24.9,25.3,93,0.1,S,4,2.8,,,
2016-09-09,1008.4,27.7,26.2,24.9,25.2,94,0,SSW,4,10.8,,,
2016-09-10,1007.7,27.6,25.7,23.9,24.9,96,0.1,S/SE/SSE,4,42.8,,,
2016-09-11,1008.5,31,27.4,25.5,25.6,90,7.4,ESE,6,0,,,
2016-09-12,1010.4,32.3,27.9,25.1,25.3,86,8.8,NNE,9,0,,,
2016-09-13,1010.4,31.1,27.7,26.1,25.2,87,5.6,NE,7,0,,,
2016-09-14,1005.2,33.1,29.2,25.9,23,71,9.9,NNW,10,0,,,
2016-09-15,1003.3,33.1,29.1,27,23.2,71,6.9,NW/NNW,10,VST,,,
2016-09-16,1005.1,33.1,29.1,26,24,74,10.9,NNE,11,0,,,
2016-09-17,1006,32.8,29,26,23.3,72,10.5,NNE,14,0,,,
2016-09-18,1007.2,32.1,28.2,25.1,22.2,70,10.2,NNE,12,0,,,
2016-09-19,1008.1,33.6,28.2,25.2,23.2,75,9.2,NNE,12,VST,,,
2016-09-20,1012.2,27.2,24.5,22.3,22.6,90,0.2,NNE,18,9,,,
2016-09-21,1014.4,31.2,26.8,23.4,22.8,80,9.5,NE,13,0.6,,,
2016-09-22,1013.6,29.6,26.7,25.3,22.6,78,1.6,E,12,0,,,
